Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	RD139_Narrow_UPS1_0_1fmol_inj3.mzML	RD139_Narrow_UPS1_0_1fmol_inj1.mzML	RD139_Narrow_UPS1_0_1fmol_inj2.mzML	RD139_Narrow_UPS1_0_25fmol_inj3.mzML	RD139_Narrow_UPS1_0_25fmol_inj1.mzML	RD139_Narrow_UPS1_0_25fmol_inj2.mzML
P0A6F5	P0A6F5	CH60_ECOLI	groL	60 kDa chaperonin	7.85461e+07	7.77104e+07	7.70056e+07	8.7027e+07	8.20006e+07	8.32918e+07
P0A6F9	P0A6F9	CH10_ECOLI	groS	10 kDa chaperonin	55090.9	109997	125368	119812	127222	130344
P0A6G3	P0A6G3	PNCC_ECOLI	pncC	Nicotinamide-nucleotide amidohydrolase PncC	301840	367901	445885	391650	429865	410821
P0A6G7	P0A6G7	CLPP_ECOLI	clpP	ATP-dependent Clp protease proteolytic subunit	1.44253e+07	1.55979e+07	1.48136e+07	1.62986e+07	1.88839e+07	1.6521e+07
P0A6H1	P0A6H1	CLPX_ECOLI	clpX	ATP-dependent Clp protease ATP-binding subunit ClpX	1.27111e+07	1.22711e+07	1.29663e+07	1.18198e+07	1.15108e+07	1.18707e+07
P0A6H5	P0A6H5	HSLU_ECOLI	hslU	ATP-dependent protease ATPase subunit HslU	4.5791e+06	4.59885e+06	4.47392e+06	4.53508e+06	4.71355e+06	4.54001e+06
P0A6I0	P0A6I0	KCY_ECOLI	cmk	Cytidylate kinase	3.69811e+06	3.1177e+06	3.06221e+06	3.39582e+06	3.01239e+06	3.27241e+06
P0A6I3	P0A6I3	COAA_ECOLI	coaA	Pantothenate kinase	689986	603714	650135	557536	571554	601273
P0A6I6	P0A6I6	COAD_ECOLI	coaD	Phosphopantetheine adenylyltransferase	461954	428852	542750	532124	520935	541879
P0A6J1	P0A6J1	CYSC_ECOLI	cysC	Adenylyl-sulfate kinase	395538	572351	470582	443497	444363	520244
P0A6J8	P0A6J8	DDLA_ECOLI	ddlA	D-alanine--D-alanine ligase A	6.54862e+06	6.75765e+06	7.12212e+06	7.86393e+06	7.48291e+06	7.54136e+06
P0A6K1	P0A6K1	DAPF_ECOLI	dapF	Diaminopimelate epimerase	143480	241593	260132	234573	321289	294453
P0A6K3	P0A6K3	DEF_ECOLI	def	Peptide deformylase	3.80948e+06	3.38299e+06	3.66226e+06	3.46161e+06	3.89314e+06	3.56121e+06
P0A6K6	P0A6K6	DEOB_ECOLI	deoB	Phosphopentomutase	1.03712e+07	1.02429e+07	1.01597e+07	9.8063e+06	9.52091e+06	9.67016e+06
P0A6L0	P0A6L0	DEOC_ECOLI	deoC	Deoxyribose-phosphate aldolase	8.44114e+06	7.36694e+06	8.1711e+06	9.49272e+06	9.03698e+06	9.35316e+06
P0A6L2	P0A6L2	DAPA_ECOLI	dapA	4-hydroxy-tetrahydrodipicolinate synthase	2.64001e+07	2.79409e+07	2.90503e+07	3.55941e+07	3.51411e+07	3.36946e+07
P0A6L4	P0A6L4	NANA_ECOLI	nanA	N-acetylneuraminate lyase	293514	246875	356440	619046	351749	359439
P0A6L9	P0A6L9	HSCB_ECOLI	hscB	Co-chaperone protein HscB	499944	845507	804017	693405	1.00602e+06	859250
P0A6M4	P0A6M4	DTD_ECOLI	dtd	D-aminoacyl-tRNA deacylase	2.3857e+06	2.12368e+06	2.46442e+06	2.2062e+06	2.44023e+06	2.60231e+06
P0A6M8	P0A6M8	EFG_ECOLI	fusA	Elongation factor G	1.16046e+08	1.10612e+08	1.14587e+08	1.26846e+08	1.21973e+08	1.25698e+08
P0A6N4	P0A6N4	EFP_ECOLI	efp	Elongation factor P	1.28172e+06	902115	1.23445e+06	1.0141e+06	1.15872e+06	1.03544e+06
P0A6N8	P0A6N8	EFPL_ECOLI	yeiP	Elongation factor P-like protein	6.69344e+06	7.88562e+06	6.63147e+06	9.10941e+06	8.26635e+06	8.48844e+06
P0A6P1	P0A6P1	EFTS_ECOLI	tsf	Elongation factor Ts	1.69105e+08	1.59454e+08	1.61974e+08	2.05359e+08	1.98323e+08	2.00397e+08
P0A6P5	P0A6P5	DER_ECOLI	der	GTPase Der	734973	799731	868601	688682	732402	724537
P0A6P7	P0A6P7	ENGB_ECOLI	engB	Probable GTP-binding protein EngB	5.53397e+06	5.77379e+06	5.80068e+06	5.81977e+06	5.85768e+06	5.79942e+06
P0A6P9	P0A6P9	ENO_ECOLI	eno	Enolase	1.07127e+08	1.02845e+08	1.09132e+08	1.13163e+08	1.08267e+08	1.11464e+08
P0A6Q3	P0A6Q3	FABA_ECOLI	fabA	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase	4.48052e+06	4.27196e+06	4.44514e+06	4.8112e+06	4.76999e+06	4.59379e+06
P0A6Q6	P0A6Q6	FABZ_ECOLI	fabZ	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ	1.27985e+07	1.15919e+07	1.25784e+07	1.16679e+07	1.11753e+07	1.14431e+07
P0A6R0	P0A6R0	FABH_ECOLI	fabH	3-oxoacyl-[acyl-carrier-protein] synthase 3	9.1179e+06	9.51604e+06	8.98042e+06	8.87801e+06	9.36878e+06	9.02318e+06
P0A6R3	P0A6R3	FIS_ECOLI	fis	DNA-binding protein Fis	1.60123e+06	1.43488e+06	1.55749e+06	1.21528e+06	1.04654e+06	1.06025e+06
P0A6S0	P0A6S0	FLGH_ECOLI	flgH	Flagellar L-ring protein	1.64215e+06	1.57483e+06	1.54245e+06	1.64635e+06	1.43981e+06	1.60128e+06
P0A6S5	P0A6S5	FTSB_ECOLI	ftsB	Cell division protein FtsB	356245	236100	330369	442748	473281	323663
P0A6S7	P0A6S7	GPDA_ECOLI	gpsA	Glycerol-3-phosphate dehydrogenase [NAD(P)+]	3.25202e+06	3.48689e+06	3.33302e+06	3.14387e+06	3.36977e+06	3.0894e+06
P0A6T1	P0A6T1	G6PI_ECOLI	pgi	Glucose-6-phosphate isomerase	8.74888e+06	9.1515e+06	9.4927e+06	9.8557e+06	9.8859e+06	1.03307e+07
P0A6T3	P0A6T3	GAL1_ECOLI	galK	Galactokinase	1.66535e+06	1.90597e+06	1.67709e+06	1.6905e+06	1.77785e+06	1.67185e+06
P0A6T5	P0A6T5	GCH1_ECOLI	folE	GTP cyclohydrolase 1	1.98817e+06	1.98432e+06	2.15104e+06	2.14421e+06	2.0109e+06	2.04295e+06
P0A6U3	P0A6U3	MNMG_ECOLI	mnmG	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG	2.20407e+06	2.08553e+06	2.26258e+06	2.97608e+06	2.66604e+06	2.85795e+06
P0A6U5	P0A6U5	RSMG_ECOLI	rsmG	Ribosomal RNA small subunit methyltransferase G	5.01219e+06	5.16846e+06	5.03739e+06	5.36578e+06	5.36888e+06	5.36162e+06
P0A6U8	P0A6U8	GLGA_ECOLI	glgA	Glycogen synthase	1.1421e+06	1.20865e+06	1.11581e+06	1.03625e+06	937560	1.00314e+06
P0A6V1	P0A6V1	GLGC_ECOLI	glgC	Glucose-1-phosphate adenylyltransferase	1.86932e+06	1.76422e+06	1.81222e+06	2.05595e+06	1.86073e+06	1.8885e+06
P0A6V8	P0A6V8	GLK_ECOLI	glk	Glucokinase	7.54215e+06	7.81353e+06	8.06891e+06	7.86717e+06	8.24956e+06	7.50935e+06
P0A6W0	P0A6W0	GLSA2_ECOLI	glsA2	Glutaminase 2	958092	812971	847742	858132	887365	920498
P0A6W5	P0A6W5	GREA_ECOLI	greA	Transcription elongation factor GreA	1.82095e+07	1.50644e+07	1.66141e+07	1.61089e+07	1.64862e+07	1.68993e+07
P0A6W9	P0A6W9	GSH1_ECOLI	gshA	Glutamate--cysteine ligase	2.32152e+06	2.21366e+06	2.36864e+06	2.26896e+06	2.26974e+06	2.54299e+06
P0A6X1	P0A6X1	HEM1_ECOLI	hemA	Glutamyl-tRNA reductase		72751.8		144007	192885	154078
P0A6Y5	P0A6Y5	HSLO_ECOLI	hslO	33 kDa chaperonin	5.3269e+06	5.23553e+06	5.02285e+06	4.92824e+06	4.94722e+06	4.83738e+06
P0A6Y8	P0A6Y8	DNAK_ECOLI	dnaK	Chaperone protein DnaK	5.33322e+07	5.07016e+07	5.24188e+07	5.13544e+07	5.19457e+07	5.17369e+07
P0A6Z1	P0A6Z1	HSCA_ECOLI	hscA	Chaperone protein HscA	4.93153e+06	5.25241e+06	4.97462e+06	5.32878e+06	5.26256e+06	5.3133e+06
P0A6Z3	P0A6Z3	HTPG_ECOLI	htpG	Chaperone protein HtpG	1.19985e+07	1.29371e+07	1.25049e+07	1.23856e+07	1.28844e+07	1.18718e+07
P0A6Z6	P0A6Z6	NIKR_ECOLI	nikR	Nickel-responsive regulator	252664	305102	279762	279046	185450	245097
P0A705	P0A705;P0A705-2;P0A705-3	IF2_ECOLI	infB	Translation initiation factor IF-2	1.13648e+07	1.05548e+07	1.08797e+07	1.16024e+07	1.16377e+07	1.13827e+07
P0A707	P0A707	IF3_ECOLI	infC	Translation initiation factor IF-3	4.60789e+07	4.65345e+07	4.59847e+07	4.21341e+07	4.18562e+07	4.25841e+07
P0A715	P0A715	KDSA_ECOLI	kdsA	2-dehydro-3-deoxyphosphooctonate aldolase	1.06433e+07	1.13238e+07	1.10808e+07	1.26529e+07	1.28026e+07	1.23909e+07
P0A717	P0A717	KPRS_ECOLI	prs	Ribose-phosphate pyrophosphokinase	1.34086e+07	1.24748e+07	1.29528e+07	1.30014e+07	1.24824e+07	1.29099e+07
P0A720	P0A720	KTHY_ECOLI	tmk	Thymidylate kinase	737784	629916	684430	772327	690475	742773
P0A722	P0A722	LPXA_ECOLI	lpxA	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase	4.20017e+06	3.79164e+06	3.8691e+06	4.19127e+06	4.03159e+06	4.47969e+06
P0A725	P0A725	LPXC_ECOLI	lpxC	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase	599683	640785	637465	491532	474859	497608
P0A729	P0A729	YCEF_ECOLI	yceF	Maf-like protein YceF	405855	529107	509671	483772	572230	502350
P0A731	P0A731	MGSA_ECOLI	mgsA	Methylglyoxal synthase	3.92327e+06	3.9642e+06	4.30528e+06	4.04366e+06	3.96218e+06	4.11095e+06
P0A734	P0A734	MINE_ECOLI	minE	Cell division topological specificity factor	247928	151088		221275		144952
P0A744	P0A744	MSRA_ECOLI	msrA	Peptide methionine sulfoxide reductase MsrA	9.40121e+06	8.94215e+06	9.35906e+06	8.8632e+06	9.37397e+06	9.12795e+06
P0A746	P0A746	MSRB_ECOLI	msrB	Peptide methionine sulfoxide reductase MsrB	954008	1.05984e+06	1.07134e+06	1.02752e+06	1.03745e+06	1.13061e+06
P0A749	P0A749	MURA_ECOLI	murA	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	7.21308e+06	6.44352e+06	7.19903e+06	7.46825e+06	6.52358e+06	7.78136e+06
P0A763	P0A763	NDK_ECOLI	ndk	Nucleoside diphosphate kinase	1.11392e+07	1.03315e+07	1.01214e+07	1.06563e+07	1.05921e+07	1.04684e+07
P0A780	P0A780	NUSB_ECOLI	nusB	N utilization substance protein B	1.8274e+06	1.98281e+06	2.01611e+06	2.12124e+06	2.23354e+06	1.92558e+06
P0A786	P0A786	PYRB_ECOLI	pyrB	Aspartate carbamoyltransferase catalytic chain	883840	931520	862522	876209	810592	784745
P0A790	P0A790	PAND_ECOLI	panD	Aspartate 1-decarboxylase	421699	373682	366081	696383	740385	668769
P0A794	P0A794	PDXJ_ECOLI	pdxJ	Pyridoxine 5'-phosphate synthase	3.80765e+06	3.99851e+06	4.14221e+06	4.14253e+06	4.09301e+06	4.06817e+06
P0A796	P0A796	PFKA_ECOLI	pfkA	ATP-dependent 6-phosphofructokinase isozyme 1	1.13828e+07	9.78568e+06	1.07694e+07	1.26167e+07	1.25542e+07	1.24585e+07
P0A799	P0A799	PGK_ECOLI	pgk	Phosphoglycerate kinase	9.72687e+07	8.77411e+07	9.10847e+07	9.67356e+07	9.50296e+07	9.28336e+07
P0A7A2	P0A7A2	GPMB_ECOLI	gpmB	Probable phosphoglycerate mutase GpmB	1.11039e+06	941404	1.09434e+06	1.32944e+06	1.37129e+06	1.11596e+06
P0A7A7	P0A7A7	PLSB_ECOLI	plsB	Glycerol-3-phosphate acyltransferase	3.54283e+06	1.63287e+06	1.99546e+06	1.56391e+06	1.64658e+06	1.58368e+06
P0A7A9	P0A7A9	IPYR_ECOLI	ppa	Inorganic pyrophosphatase	2.52731e+07	2.29949e+07	2.60397e+07	2.21245e+07	2.07355e+07	2.23841e+07
P0A7B1	P0A7B1	PPK_ECOLI	ppk	Polyphosphate kinase	443612	678482	601205	669509	640824	605520
P0A7B5	P0A7B5	PROB_ECOLI	proB	Glutamate 5-kinase	4.19166e+06	3.61071e+06	4.16442e+06	3.91179e+06	3.84159e+06	4.07183e+06
P0A7C2	P0A7C2	LEXA_ECOLI	lexA	LexA repressor	1.71945e+06	1.56349e+06	1.67997e+06	1.93485e+06	1.86925e+06	1.83652e+06
P0A7C6	P0A7C6	PEPE_ECOLI	pepE	Peptidase E	1.17849e+06	1.15048e+06	1.19715e+06	898431	1.14823e+06	1.08261e+06
P0A7D1	P0A7D1	PTH_ECOLI	pth	Peptidyl-tRNA hydrolase	7.11203e+06	6.86576e+06	6.93727e+06	7.26892e+06	7.22447e+06	7.08018e+06
P0A7D4	P0A7D4	PURA_ECOLI	purA	Adenylosuccinate synthetase	1.21558e+07	1.13987e+07	1.26645e+07	1.27077e+07	1.21743e+07	1.3101e+07
P0A7D7	P0A7D7	PUR7_ECOLI	purC	Phosphoribosylaminoimidazole-succinocarboxamide synthase	7.96379e+06	7.40377e+06	7.61037e+06	7.23406e+06	7.34478e+06	6.94952e+06
P0A7E1	P0A7E1	PYRD_ECOLI	pyrD	Dihydroorotate dehydrogenase (quinone)	1.52613e+06	1.53763e+06	1.64094e+06	1.60422e+06	1.69817e+06	1.58566e+06
P0A7E3	P0A7E3	PYRE_ECOLI	pyrE	Orotate phosphoribosyltransferase	4.05314e+06	4.52253e+06	4.62392e+06	4.45963e+06	4.53067e+06	4.59821e+06
P0A7E5	P0A7E5	PYRG_ECOLI	pyrG	CTP synthase	1.36893e+07	1.46363e+07	1.37228e+07	1.45223e+07	1.43471e+07	1.44109e+07
P0A7E9	P0A7E9	PYRH_ECOLI	pyrH	Uridylate kinase	1.76552e+06	1.67838e+06	1.89011e+06	2.10753e+06	1.90026e+06	2.25506e+06
P0A7F3	P0A7F3	PYRI_ECOLI	pyrI	Aspartate carbamoyltransferase regulatory chain		297723	384497	529382	539693	534822
P0A7F6	P0A7F6	SPED_ECOLI	speD	S-adenosylmethionine decarboxylase proenzyme	1.90709e+06	1.74325e+06	1.94135e+06	1.85083e+06	1.76222e+06	1.72155e+06
P0A7F9	P0A7F9	QUEA_ECOLI	queA	S-adenosylmethionine:tRNA ribosyltransferase-isomerase	494986	76246.9	112651	164341	202159	185332
P0A7G2	P0A7G2	RBFA_ECOLI	rbfA	Ribosome-binding factor A	2.43942e+06	2.53486e+06	2.39265e+06	2.80801e+06	2.28898e+06	2.80746e+06
P0A7G6	P0A7G6	RECA_ECOLI	recA	Protein RecA	9.74158e+06	9.84453e+06	9.55172e+06	9.96774e+06	1.00853e+07	1.0123e+07
P0A7H6	P0A7H6	RECR_ECOLI	recR	Recombination protein RecR	894412	952726	913719	980807	993368	904448
P0A7I0	P0A7I0	RF1_ECOLI	prfA	Peptide chain release factor 1	4.37666e+06	4.00297e+06	4.1017e+06	4.30501e+06	4.29721e+06	4.13574e+06
P0A7I4	P0A7I4	RF3_ECOLI	prfC	Peptide chain release factor 3	3.98533e+06	4.08505e+06	4.33284e+06	4.55966e+06	5.05992e+06	4.87379e+06
P0A7I7	P0A7I7	RIBA_ECOLI	ribA	GTP cyclohydrolase-2	4.24617e+06	4.18287e+06	4.48361e+06	4.57626e+06	4.51235e+06	4.04351e+06
P0A7J0	P0A7J0	RIBB_ECOLI	ribB	3,4-dihydroxy-2-butanone 4-phosphate synthase	3.00113e+06	3.14684e+06	3.00778e+06	3.01265e+06	3.24842e+06	2.93819e+06
P0A7J3	P0A7J3	RL10_ECOLI	rplJ	50S ribosomal protein L10	2.49169e+08	2.65632e+08	2.7825e+08	2.58522e+08	2.5646e+08	2.63259e+08
P0A7J7	P0A7J7	RL11_ECOLI	rplK	50S ribosomal protein L11	530161	523586	419712	1.24609e+06	1.2382e+06	1.24168e+06
P0A7K2	P0A7K2	RL7_ECOLI	rplL	50S ribosomal protein L7/L12	1.04703e+07	1.04282e+07	1.13409e+07	8.86669e+06	8.77607e+06	8.82209e+06
P0A7K6	P0A7K6	RL19_ECOLI	rplS	50S ribosomal protein L19	3.87566e+07	3.97658e+07	4.00624e+07	3.89142e+07	3.83276e+07	3.895e+07
P0A7L0	P0A7L0	RL1_ECOLI	rplA	50S ribosomal protein L1	6.17799e+06	5.61101e+06	5.58539e+06	6.65967e+06	6.10886e+06	6.72279e+06
P0A7L3	P0A7L3	RL20_ECOLI	rplT	50S ribosomal protein L20	2.10602e+06	1.93678e+06	1.74426e+06	1.87103e+06	1.60321e+06	1.51741e+06
P0A7L8	P0A7L8	RL27_ECOLI	rpmA	50S ribosomal protein L27	1.40288e+07	1.18234e+07	1.40544e+07	1.44517e+07	1.2794e+07	1.2958e+07
P0A7M6	P0A7M6	RL29_ECOLI	rpmC	50S ribosomal protein L29	2.43545e+07	1.85517e+07	2.06735e+07	2.04532e+07	1.92183e+07	1.91436e+07
P0A7M9	P0A7M9	RL31_ECOLI	rpmE	50S ribosomal protein L31	7.86236e+06	7.14141e+06	7.50672e+06	1.11253e+07	1.10052e+07	1.13023e+07
P0A7N4	P0A7N4	RL32_ECOLI	rpmF	50S ribosomal protein L32	2.32209e+07	2.50535e+07	2.47298e+07	2.18706e+07	2.18298e+07	2.1707e+07
P0A7N9	P0A7N9	RL33_ECOLI	rpmG	50S ribosomal protein L33	1.28814e+07	1.16498e+07	1.24976e+07	1.40463e+07	1.44333e+07	1.36493e+07
P0A7Q1	P0A7Q1	RL35_ECOLI	rpmI	50S ribosomal protein L35	364656	443539	386461	577225	805358	796715
P0A7R1	P0A7R1	RL9_ECOLI	rplI	50S ribosomal protein L9	9.89628e+07	9.13929e+07	9.86869e+07	1.20961e+08	1.1231e+08	1.20406e+08
P0A7R5	P0A7R5	RS10_ECOLI	rpsJ	30S ribosomal protein S10	1.28096e+08	1.27156e+08	1.31906e+08	1.3821e+08	1.36916e+08	1.30581e+08
P0A7R9	P0A7R9	RS11_ECOLI	rpsK	30S ribosomal protein S11	2.26596e+07	1.97944e+07	2.26432e+07	2.21188e+07	2.1938e+07	2.34637e+07
P0A7S9	P0A7S9	RS13_ECOLI	rpsM	30S ribosomal protein S13	1.15954e+07	1.15544e+07	1.15008e+07	1.1108e+07	1.07916e+07	1.07321e+07
P0A7T3	P0A7T3	RS16_ECOLI	rpsP	30S ribosomal protein S16	2.90812e+07	2.88683e+07	2.96982e+07	2.99428e+07	3.12854e+07	3.11177e+07
P0A7T7	P0A7T7	RS18_ECOLI	rpsR	30S ribosomal protein S18	1.29613e+07	1.02057e+07	1.2553e+07	1.16727e+07	1.16464e+07	1.16844e+07
P0A7U3	P0A7U3	RS19_ECOLI	rpsS	30S ribosomal protein S19	8.2248e+06	8.99982e+06	8.28776e+06	1.04789e+07	1.08277e+07	1.01145e+07
P0A7U7	P0A7U7	RS20_ECOLI	rpsT	30S ribosomal protein S20	1.67106e+07	1.29594e+07	1.60275e+07	1.433e+07	1.90388e+07	1.73473e+07
P0A7V0	P0A7V0	RS2_ECOLI	rpsB	30S ribosomal protein S2	3.91926e+07	4.0113e+07	4.02279e+07	3.6724e+07	3.80943e+07	3.82123e+07
P0A7V3	P0A7V3	RS3_ECOLI	rpsC	30S ribosomal protein S3	6.55442e+07	6.20511e+07	6.85146e+07	6.5031e+07	6.45305e+07	6.54646e+07
P0A7V8	P0A7V8	RS4_ECOLI	rpsD	30S ribosomal protein S4	4.50495e+07	4.67002e+07	4.56731e+07	4.71648e+07	4.47364e+07	4.6998e+07
P0A7W1	P0A7W1	RS5_ECOLI	rpsE	30S ribosomal protein S5	2.34676e+07	2.80547e+07	2.66486e+07	3.60589e+07	3.91384e+07	3.83543e+07
P0A7W7	P0A7W7	RS8_ECOLI	rpsH	30S ribosomal protein S8	469067	499682	509203	451770	421809	479782
P0A7X3	P0A7X3	RS9_ECOLI	rpsI	30S ribosomal protein S9	227556	266872	191867	246349	321857	355857
P0A7X6	P0A7X6	RIMM_ECOLI	rimM	Ribosome maturation factor RimM	792683	763879	765658	927424	1.04062e+06	716585
P0A7Y0	P0A7Y0	RNC_ECOLI	rnc	Ribonuclease 3	545862	770383	689594	750580	815647	651416
P0A7Y8	P0A7Y8	RNPA_ECOLI	rnpA	Ribonuclease P protein component	642110	497211	454234	484111	454292	434668
P0A7Z0	P0A7Z0	RPIA_ECOLI	rpiA	Ribose-5-phosphate isomerase A	2.71845e+06	2.28603e+06	2.64683e+06	3.02877e+06	3.22267e+06	3.03677e+06
P0A7Z4	P0A7Z4	RPOA_ECOLI	rpoA	DNA-directed RNA polymerase subunit alpha	2.41106e+07	2.3912e+07	2.35272e+07	2.41636e+07	2.29532e+07	2.16276e+07
P0A800	P0A800	RPOZ_ECOLI	rpoZ	DNA-directed RNA polymerase subunit omega	2.27204e+07	2.21839e+07	2.25355e+07	2.13441e+07	1.91591e+07	2.09007e+07
P0A805	P0A805	RRF_ECOLI	frr	Ribosome-recycling factor	8.52477e+06	1.47079e+07	1.23462e+07	1.30536e+07	1.18468e+07	1.40189e+07
P0A809	P0A809	RUVA_ECOLI	ruvA	Holliday junction ATP-dependent DNA helicase RuvA	230077	424514	431920	326970	559179	516841
P0A812	P0A812	RUVB_ECOLI	ruvB	Holliday junction ATP-dependent DNA helicase RuvB	774868	838137	842208	759129	789578	823659
P0A817	P0A817	METK_ECOLI	metK	S-adenosylmethionine synthase	1.65639e+06	1.72954e+06	1.68319e+06	1.62691e+06	1.4932e+06	1.56403e+06
P0A821	P0A821	SELA_ECOLI	selA	L-seryl-tRNA(Sec) selenium transferase	360672	393034	313454	315665	490518	417469
P0A825	P0A825	GLYA_ECOLI	glyA	Serine hydroxymethyltransferase	1.28434e+07	1.12587e+07	1.23311e+07	1.3142e+07	1.31693e+07	1.31045e+07
P0A832	P0A832	SSRP_ECOLI	smpB	SsrA-binding protein	393687	150435	360488	430146	400572	306158
P0A836	P0A836	SUCC_ECOLI	sucC	Succinyl-CoA ligase [ADP-forming] subunit beta	6.39479e+06	6.44647e+06	6.51515e+06	6.65787e+06	6.46609e+06	6.69515e+06
P0A840	P0A840	SURE_ECOLI	surE	5'/3'-nucleotidase SurE	1.19146e+06	1.40293e+06	1.4057e+06	1.27986e+06	1.46143e+06	1.34321e+06
P0A847	P0A847	TGT_ECOLI	tgt	Queuine tRNA-ribosyltransferase	3.42384e+06	3.18198e+06	3.18951e+06	3.28457e+06	3.28598e+06	3.21367e+06
P0A850	P0A850	TIG_ECOLI	tig	Trigger factor	7.82191e+07	7.32946e+07	7.6745e+07	8.30849e+07	8.09717e+07	8.0596e+07
P0A853	P0A853	TNAA_ECOLI	tnaA	Tryptophanase	2.82798e+06	2.66585e+06	2.85553e+06	2.62458e+06	2.70708e+06	2.70108e+06
P0A855	P0A855	TOLB_ECOLI	tolB	Protein TolB	6.29978e+06	6.18214e+06	6.62361e+06	7.16874e+06	6.96154e+06	7.01248e+06
P0A858	P0A858	TPIS_ECOLI	tpiA	Triosephosphate isomerase	2.49453e+07	2.57347e+07	2.78167e+07	3.21911e+07	3.17852e+07	3.07195e+07
P0A862	P0A862	TPX_ECOLI	tpx	Thiol peroxidase	1.20335e+07	1.20841e+07	1.22637e+07	1.19148e+07	1.20787e+07	1.22673e+07
P0A867	P0A867	TALA_ECOLI	talA	Transaldolase A	3.14862e+07	3.05202e+07	3.24448e+07	3.20754e+07	3.02047e+07	3.16113e+07
P0A870	P0A870	TALB_ECOLI	talB	Transaldolase B	1.25356e+07	1.25311e+07	1.24192e+07	1.36012e+07	1.32462e+07	1.39501e+07
P0A873	P0A873	TRMD_ECOLI	trmD	tRNA (guanine-N(1)-)-methyltransferase	3.12327e+06	3.34238e+06	3.4363e+06	2.87942e+06	3.14008e+06	2.7785e+06
P0A877	P0A877	TRPA_ECOLI	trpA	Tryptophan synthase alpha chain	1.5789e+06	1.53913e+06	1.56573e+06	1.57783e+06	1.65924e+06	1.53613e+06
P0A879	P0A879	TRPB_ECOLI	trpB	Tryptophan synthase beta chain	173936	194054	152566	198688	207034	230462
P0A881	P0A881	TRPR_ECOLI	trpR	Trp operon repressor	685587	729748	762639	777506	782178	785990
P0A884	P0A884	TYSY_ECOLI	thyA	Thymidylate synthase	840615	853599	936125	1.01722e+06	825214	810429
P0A887	P0A887	UBIE_ECOLI	ubiE	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE	6.52523e+06	7.57206e+06	7.76215e+06	7.15776e+06	7.4159e+06	7.63156e+06
P0A894	P0A894	RAPZ_ECOLI	rapZ	RNase adapter protein RapZ	488279	432904	416015	569912	562442	558240
P0A898	P0A898	YBEY_ECOLI	ybeY	Endoribonuclease YbeY	2.63977e+06	2.50145e+06	2.53278e+06	2.61292e+06	2.71576e+06	2.66371e+06
P0A8A0	P0A8A0	YEBC_ECOLI	yebC	Probable transcriptional regulatory protein YebC	1.2756e+06	2.00485e+06	1.24789e+06	2.13498e+06	2.33897e+06	1.47619e+06
P0A8A2	P0A8A2	YEEN_ECOLI	yeeN	Probable transcriptional regulatory protein YeeN	1.0279e+06	964360	951101	824258	965911	867443
P0A8A4	P0A8A4	PSRP_ECOLI	ppsR	Phosphoenolpyruvate synthase regulatory protein	819987	658313	859010	879172	807352	666511
P0A8B2	P0A8B2	YFCN_ECOLI	yfcN	UPF0115 protein YfcN	403436	350061	216317	361048	387268	287612
P0A8B5	P0A8B5	YBAB_ECOLI	ybaB	Nucleoid-associated protein YbaB	1.16293e+06	1.26171e+06	1.52333e+06	2.01421e+06	2.0876e+06	1.89827e+06
P0A8C4	P0A8C4	YGFB_ECOLI	ygfB	UPF0149 protein YgfB	2.40969e+06	2.55092e+06	2.48012e+06	2.1872e+06	2.34709e+06	2.22263e+06
P0A8D0	P0A8D0	NRDR_ECOLI	nrdR	Transcriptional repressor NrdR	839536	759052	682386	1.13765e+06	1.21236e+06	1.10191e+06
P0A8D3	P0A8D3	YAII_ECOLI	yaiI	UPF0178 protein YaiI	1.12835e+06	1.20912e+06	1.16558e+06	1.09362e+06	1.17651e+06	1.12633e+06
P0A8E1	P0A8E1	YCFP_ECOLI	ycfP	UPF0227 protein YcfP	1.57042e+06	1.32984e+06	1.37152e+06	1.38016e+06	1.50518e+06	1.25539e+06
P0A8E7	P0A8E7	YAJQ_ECOLI	yajQ	UPF0234 protein YajQ	1.32767e+07	1.28006e+07	1.32238e+07	1.42297e+07	1.35898e+07	1.3938e+07
P0A8F0	P0A8F0	UPP_ECOLI	upp	Uracil phosphoribosyltransferase	2.92467e+07	3.16796e+07	3.1982e+07	3.20358e+07	3.11037e+07	3.10488e+07
P0A8F4	P0A8F4	URK_ECOLI	udk	Uridine kinase	3.71756e+06	3.65525e+06	3.77342e+06	3.59506e+06	3.36052e+06	3.52087e+06
P0A8F8	P0A8F8	UVRB_ECOLI	uvrB	UvrABC system protein B	974319	1.10741e+06	1.07491e+06	1.04248e+06	1.02159e+06	1.11977e+06
P0A8G0	P0A8G0	UVRC_ECOLI	uvrC	UvrABC system protein C	213144	281550	285692	270494	331643	264284
P0A8G3	P0A8G3	UXAC_ECOLI	uxaC	Uronate isomerase	327653	293755	296321	236396	257718	235223
